match_id,match_type,date,venue,team1,team2,toss_winner,toss_decision,winner,team1_xi,team2_xi
211048,t20i,2005-02-17,Eden Park,New Zealand,Australia,Australia,bat,Australia,"BB McCullum,SP Fleming,MS Sinclair,SB Styris,CD McMillan,CL Cairns,HJH Marshall,AR Adams,JW Wilson,KD Mills,DR Tuffey","AC Gilchrist,MJ Clarke,A Symonds,RT Ponting,DR Martyn,SM Katich,MEK Hussey,JR Hopes,B Lee,MS Kasprowicz,GD McGrath"
211028,t20i,2005-06-13,The Rose Bowl,England,Australia,England,bat,England,"ME Trescothick,GO Jones,A Flintoff,KP Pietersen,MP Vaughan,PD Collingwood,AJ Strauss,VS Solanki,J Lewis,D Gough,SJ Harmison","AC Gilchrist,ML Hayden,A Symonds,MJ Clarke,MEK Hussey,RT Ponting,DR Martyn,B Lee,JN Gillespie,MS Kasprowicz,GD McGrath"
222678,t20i,2005-10-21,New Wanderers Stadium,South Africa,New Zealand,New Zealand,field,New Zealand,"GC Smith,JH Kallis,HH Gibbs,JM Kemp,MV Boucher,SM Pollock,AG Prince,JA Morkel,CK Langeveldt,M Ntini,A Nel,N Boje","SP Fleming,NJ Astle,HJH Marshall,CD McMillan,SB Styris,JDP Oram,BB McCullum,KD Mills,AR Adams,SE Bond,JAH Marshall,JS Patel"
226374,t20i,2006-01-09,"Brisbane Cricket Ground, Woolloongabba",Australia,South Africa,Australia,bat,Australia,"JR Hopes,DR Martyn,RT Ponting,A Symonds,MJ Clarke,MEK Hussey,BJ Haddin,SM Katich,NW Bracken,SR Clark,ML Lewis","GC Smith,HH Dippenaar,HH Gibbs,MV Boucher,SM Pollock,JH Kallis,JA Rudolph,AJ Hall,J Botha,GJP Kruger,M Zondeki"
238195,t20i,2006-02-24,New Wanderers Stadium,South Africa,Australia,South Africa,bat,South Africa,"GC Smith,LE Bosman,HH Gibbs,SM Pollock,JJ van der Wath,AB de Villiers,ND McKenzie,AJ Hall,RJ Peterson,R Telemachus,M Ntini","AC Gilchrist,SM Katich,RT Ponting,DR Martyn,MJ Clarke,SR Watson,GB Hogg,B Lee,NW Bracken,ML Lewis,SR Clark"
225271,t20i,2006-06-15,The Rose Bowl,England,Sri Lanka,Sri Lanka,bat,Sri Lanka,"ME Trescothick,AJ Strauss,KP Pietersen,PD Collingwood,JWM Dalrymple,GO Jones,TT Bresnan,EC Joyce,LE Plunkett,SI Mahmood,SJ Harmison","ST Jayasuriya,WU Tharanga,DPMD Jayawardene,TM Dilshan,KC Sangakkara,RP Arnold,CK Kapugedera,MF Maharoof,SL Malinga,CRD Fernando,PDRL Perera"
225263,t20i,2006-08-28,County Ground,England,Pakistan,England,bat,Pakistan,"ME Trescothick,IR Bell,KP Pietersen,AJ Strauss,PD Collingwood,JWM Dalrymple,MH Yardy,CMW Read,SI Mahmood,D Gough,SCJ Broad","Shoaib Malik,Mohammad Hafeez,Younis Khan,Shahid Afridi,Mohammad Yousuf,Inzamam-ul-Haq,Abdul Razzaq,Kamran Akmal,Naved-ul-Hasan,Shoaib Akhtar,Mohammad Asif"
255954,t20i,2006-12-01,New Wanderers Stadium,South Africa,India,South Africa,bat,India,"GC Smith,LE Bosman,HH Gibbs,JM Kemp,AB de Villiers,JA Morkel,JJ van der Wath,RJ Peterson,T Henderson,R Telemachus,CK Langeveldt","V Sehwag,SR Tendulkar,D Mongia,MS Dhoni,KD Karthik,SK Raina,IK Pathan,Harbhajan Singh,Z Khan,AB Agarkar,S Sreesanth"
251487,t20i,2006-12-22,Westpac Stadium,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,"BB McCullum,SP Fleming,JEC Franklin,LRPL Taylor,NJ Astle,JAH Marshall,PD McGlashan,AR Adams,SE Bond,MR Gillespie,JS Patel","WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,MS Atapattu,LPC Silva,CK Kapugedera,MF Maharoof,WPUJC Vaas,CRD Fernando,M Muralitharan"
251488,t20i,2006-12-26,Eden Park,New Zealand,Sri Lanka,New Zealand,field,New Zealand,"BB McCullum,SP Fleming,LRPL Taylor,NJ Astle,PG Fulton,PD McGlashan,JEC Franklin,AR Adams,MR Gillespie,JS Patel,MJ Mason","WU Tharanga,CK Kapugedera,DPMD Jayawardene,KC Sangakkara,MS Atapattu,TM Dilshan,LPC Silva,HMCM Bandara,SL Malinga,CRD Fernando,PDRL Perera"
249227,t20i,2007-01-09,Sydney Cricket Ground,Australia,England,Australia,bat,Australia,"AC Gilchrist,ML Hayden,RT Ponting,MEK Hussey,A Symonds,MJ Clarke,CL White,GB Hogg,NW Bracken,BW Hilfenhaus,SM Harwood","EC Joyce,MP Vaughan,A Flintoff,KP Pietersen,IR Bell,PD Collingwood,PA Nixon,JWM Dalrymple,J Lewis,MS Panesar,JM Anderson"
258463,t20i,2007-06-28,Kennington Oval,England,West Indies,West Indies,bat,West Indies,"AN Cook,MJ Prior,IJL Trott,KP Pietersen,PD Collingwood,OA Shah,AD Mascarenhas,MH Yardy,SCJ Broad,RJ Sidebottom,JM Anderson","CH Gayle,DS Smith,S Chanderpaul,MN Samuels,DJ Bravo,D Ramdin,DR Smith,RS Morton,DJG Sammy,R Rampaul,DBL Powell"
258464,t20i,2007-06-29,Kennington Oval,England,West Indies,West Indies,bat,England,"AN Cook,MJ Prior,IJL Trott,KP Pietersen,PD Collingwood,OA Shah,AD Mascarenhas,MH Yardy,SCJ Broad,RJ Sidebottom,JM Anderson","CH Gayle,LMP Simmons,ACL Richards,MN Samuels,D Ramdin,RS Morton,DR Smith,DJ Bravo,DJG Sammy,R Rampaul,DBL Powell"
306987,t20i,2007-09-01,Gymkhana Club Ground,Kenya,Bangladesh,Bangladesh,field,Bangladesh,"DO Obuya,JS Jesani,T Mishra,SO Tikolo,TM Odoyo,CO Obuya,JK Kamande,RL Bhudia,LN Onyango,PJ Ongondo,HA Varaiya","Tamim Iqbal,Nazimuddin,Aftab Ahmed,Mohammad Ashraful,Alok Kapali,Mahmudullah,Mashrafe Mortaza,Farhad Reza,Mushfiqur Rahim,Syed Rasel,Abdur Razzak"
306989,t20i,2007-09-02,Gymkhana Club Ground,Bangladesh,Pakistan,Bangladesh,field,Pakistan,"Tamim Iqbal,Nazimuddin,Aftab Ahmed,Mohammad Ashraful,Alok Kapali,Mahmudullah,Mashrafe Mortaza,Farhad Reza,Mushfiqur Rahim,Syed Rasel,Abdur Razzak","Salman Butt,Imran Nazir,Younis Khan,Shoaib Malik,Shahid Afridi,Misbah-ul-Haq,Kamran Akmal,Yasir Arafat,Shoaib Akhtar,Iftikhar Anjum,Mohammad Asif"
306991,t20i,2007-09-04,Gymkhana Club Ground,Kenya,Pakistan,Kenya,bat,Pakistan,"DO Obuya,JK Kamande,T Mishra,CO Obuya,TM Odoyo,AO Suji,AA Obanda,RL Bhudia,LN Onyango,PJ Ongondo,HA Varaiya","Shoaib Malik,Mohammad Hafeez,Misbah-ul-Haq,Fawad Alam,Salman Butt,Younis Khan,Imran Nazir,Kamran Akmal,Abdur Rehman,Umar Gul,Shoaib Akhtar"
287853,t20i,2007-09-11,New Wanderers Stadium,South Africa,West Indies,South Africa,field,South Africa,"GC Smith,HH Gibbs,AB de Villiers,JM Kemp,MV Boucher,SM Pollock,JA Morkel,JJ van der Wath,VD Philander,M Ntini,M Morkel","CH Gayle,DS Smith,MN Samuels,S Chanderpaul,DR Smith,RR Sarwan,D Ramdin,DJ Bravo,DBL Powell,R Rampaul,FH Edwards"
287854,t20i,2007-09-12,Kingsmead,Kenya,New Zealand,New Zealand,field,New Zealand,"MA Ouma,DO Obuya,T Mishra,SO Tikolo,CO Obuya,TM Odoyo,NN Odhiambo,AA Obanda,JK Kamande,RL Bhudia,PJ Ongondo","L Vincent,BB McCullum,PG Fulton,LRPL Taylor,SB Styris,JDP Oram,CD McMillan,DL Vettori,SE Bond,MR Gillespie,CS Martin"
287855,t20i,2007-09-12,Kingsmead,Pakistan,Scotland,Scotland,field,Pakistan,"Salman Butt,Imran Nazir,Mohammad Hafeez,Younis Khan,Shoaib Malik,Shahid Afridi,Misbah-ul-Haq,Kamran Akmal,Yasir Arafat,Umar Gul,Mohammad Asif","DF Watts,RR Watson,NS Poonia,GM Hamilton,NFI McCallum,DR Brown,CJO Smith,RM Haq,CM Wright,JAR Blain,JD Nel"
287856,t20i,2007-09-12,Newlands,Australia,Zimbabwe,Australia,bat,Zimbabwe,"AC Gilchrist,ML Hayden,RT Ponting,A Symonds,MEK Hussey,BJ Hodge,BJ Haddin,B Lee,MG Johnson,NW Bracken,SR Clark","V Sibanda,BRM Taylor,CJ Chibhabha,T Taibu,S Matsikenyeri,H Masakadza,E Chigumbura,KM Dabengwa,P Utseya,GB Brent,T Mupariwa"
287857,t20i,2007-09-13,New Wanderers Stadium,Bangladesh,West Indies,Bangladesh,field,Bangladesh,"Tamim Iqbal,Nazimuddin,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Alok Kapali,Farhad Reza,Mushfiqur Rahim,Mashrafe Mortaza,Syed Rasel,Abdur Razzak","CH Gayle,DS Smith,S Chanderpaul,MN Samuels,RR Sarwan,D Ramdin,DR Smith,DJ Bravo,DBL Powell,R Rampaul,FH Edwards"
287858,t20i,2007-09-13,Newlands,England,Zimbabwe,England,bat,England,"DL Maddy,MJ Prior,LJ Wright,KP Pietersen,PD Collingwood,A Flintoff,OA Shah,AD Mascarenhas,CP Schofield,SCJ Broad,JM Anderson","V Sibanda,BRM Taylor,T Taibu,CJ Chibhabha,S Matsikenyeri,E Chigumbura,H Masakadza,P Utseya,KM Dabengwa,GB Brent,T Mupariwa"
287860,t20i,2007-09-14,New Wanderers Stadium,Kenya,Sri Lanka,Kenya,field,Sri Lanka,"MA Ouma,DO Obuya,NN Odhiambo,T Mishra,SO Tikolo,CO Obuya,AA Obanda,JK Kamande,LN Onyango,PJ Ongondo,TM Odoyo","WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,J Mubarak,G Wijekoon,CRD Fernando,SL Malinga,WPUJC Vaas"
287861,t20i,2007-09-14,Newlands,Australia,England,England,bat,Australia,"AC Gilchrist,ML Hayden,RT Ponting,A Symonds,MEK Hussey,BJ Hodge,MJ Clarke,B Lee,MG Johnson,NW Bracken,SR Clark","DL Maddy,MJ Prior,LJ Wright,KP Pietersen,PD Collingwood,A Flintoff,OA Shah,AD Mascarenhas,CP Schofield,SCJ Broad,RJ Kirtley"
287863,t20i,2007-09-15,New Wanderers Stadium,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,"L Vincent,BB McCullum,PG Fulton,LRPL Taylor,SB Styris,CD McMillan,JDP Oram,DL Vettori,SE Bond,MR Gillespie,CS Martin","WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,J Mubarak,G Wijekoon,CRD Fernando,SL Malinga,WPUJC Vaas"
287864,t20i,2007-09-15,Newlands,South Africa,Bangladesh,South Africa,field,South Africa,"GC Smith,JP Duminy,JA Morkel,AB de Villiers,JM Kemp,MV Boucher,SM Pollock,JJ van der Wath,VD Philander,M Ntini,M Morkel","Tamim Iqbal,Nazimuddin,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Alok Kapali,Mashrafe Mortaza,Farhad Reza,Mushfiqur Rahim,Abdur Razzak,Syed Rasel"
287865,t20i,2007-09-16,New Wanderers Stadium,India,New Zealand,India,field,New Zealand,"G Gambhir,V Sehwag,RV Uthappa,MS Dhoni,Yuvraj Singh,KD Karthik,IK Pathan,AB Agarkar,Harbhajan Singh,S Sreesanth,RP Singh","L Vincent,BB McCullum,PG Fulton,LRPL Taylor,SB Styris,CD McMillan,JDP Oram,DL Vettori,SE Bond,MR Gillespie,JS Patel"
287866,t20i,2007-09-16,Newlands,Australia,Bangladesh,Australia,field,Australia,"AC Gilchrist,ML Hayden,RT Ponting,A Symonds,MEK Hussey,BJ Hodge,MJ Clarke,B Lee,MG Johnson,NW Bracken,SR Clark","Tamim Iqbal,Nazimuddin,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Mashrafe Mortaza,Alok Kapali,Farhad Reza,Mushfiqur Rahim,Abdur Razzak,Syed Rasel"
287867,t20i,2007-09-16,Newlands,South Africa,England,England,field,South Africa,"GC Smith,JP Duminy,AB de Villiers,JM Kemp,MV Boucher,SM Pollock,JA Morkel,VD Philander,JJ van der Wath,M Morkel,M Ntini","LJ Wright,MJ Prior,KP Pietersen,PD Collingwood,OA Shah,A Flintoff,JN Snape,AD Mascarenhas,CP Schofield,SCJ Broad,JM Anderson"
287868,t20i,2007-09-17,New Wanderers Stadium,Pakistan,Sri Lanka,Sri Lanka,field,Pakistan,"Salman Butt,Imran Nazir,Mohammad Hafeez,Younis Khan,Shoaib Malik,Shahid Afridi,Kamran Akmal,Misbah-ul-Haq,Mohammad Asif,Umar Gul,Sohail Tanvir","WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,J Mubarak,G Wijekoon,WPUJC Vaas,SL Malinga,CRD Fernando"
287871,t20i,2007-09-18,New Wanderers Stadium,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,"Tamim Iqbal,Nazimuddin,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Nadif Chowdhury,Mahmudullah,Mashrafe Mortaza,Mushfiqur Rahim,Abdur Razzak,Syed Rasel","WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,J Mubarak,MF Maharoof,WPUJC Vaas,CRD Fernando,SL Malinga"
287869,t20i,2007-09-18,Kingsmead,England,New Zealand,England,field,New Zealand,"DL Maddy,VS Solanki,KP Pietersen,PD Collingwood,OA Shah,A Flintoff,LJ Wright,AD Mascarenhas,CP Schofield,SCJ Broad,JM Anderson","L Vincent,BB McCullum,PG Fulton,LRPL Taylor,SB Styris,CD McMillan,JDP Oram,DL Vettori,SE Bond,MR Gillespie,CS Martin"
287870,t20i,2007-09-18,New Wanderers Stadium,Australia,Pakistan,Pakistan,field,Pakistan,"AC Gilchrist,ML Hayden,RT Ponting,A Symonds,MEK Hussey,BJ Hodge,MJ Clarke,B Lee,MG Johnson,NW Bracken,SR Clark","Imran Nazir,Mohammad Hafeez,Salman Butt,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Kamran Akmal,Mohammad Asif,Umar Gul,Sohail Tanvir"
287873,t20i,2007-09-19,Kingsmead,England,India,India,bat,India,"DL Maddy,VS Solanki,KP Pietersen,PD Collingwood,OA Shah,A Flintoff,LJ Wright,AD Mascarenhas,CT Tremlett,SCJ Broad,JM Anderson","G Gambhir,V Sehwag,RV Uthappa,MS Dhoni,Yuvraj Singh,IK Pathan,RG Sharma,Harbhajan Singh,Joginder Sharma,S Sreesanth,RP Singh"
287872,t20i,2007-09-19,Kingsmead,South Africa,New Zealand,South Africa,field,South Africa,"GC Smith,HH Gibbs,AB de Villiers,JM Kemp,MV Boucher,SM Pollock,VD Philander,JA Morkel,JJ van der Wath,M Morkel,A Nel","L Vincent,BB McCullum,LRPL Taylor,SB Styris,CD McMillan,JDP Oram,NL McCullum,DL Vettori,SE Bond,MR Gillespie,CS Martin"
287876,t20i,2007-09-20,Kingsmead,South Africa,India,India,bat,India,"HH Gibbs,GC Smith,AB de Villiers,JM Kemp,MV Boucher,SM Pollock,JA Morkel,VD Philander,JJ van der Wath,M Morkel,M Ntini","G Gambhir,V Sehwag,KD Karthik,RV Uthappa,RG Sharma,MS Dhoni,IK Pathan,Harbhajan Singh,Joginder Sharma,S Sreesanth,RP Singh"
287875,t20i,2007-09-20,Newlands,Bangladesh,Pakistan,Pakistan,field,Pakistan,"Tamim Iqbal,Junaid Siddique,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Nadif Chowdhury,Mahmudullah,Mashrafe Mortaza,Mushfiqur Rahim,Abdur Razzak,Syed Rasel","Imran Nazir,Shahid Afridi,Mohammad Hafeez,Salman Butt,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Kamran Akmal,Mohammad Asif,Umar Gul,Sohail Tanvir"
287874,t20i,2007-09-20,Newlands,Australia,Sri Lanka,Australia,field,Australia,"AC Gilchrist,ML Hayden,BJ Hodge,A Symonds,MEK Hussey,MJ Clarke,SR Watson,B Lee,MG Johnson,NW Bracken,SR Clark","WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,J Mubarak,MF Maharoof,WPUJC Vaas,SL Malinga,CRD Fernando"
287877,t20i,2007-09-22,Newlands,New Zealand,Pakistan,New Zealand,bat,Pakistan,"L Vincent,BB McCullum,SB Styris,PG Fulton,LRPL Taylor,CD McMillan,JDP Oram,DL Vettori,SE Bond,JS Patel,MR Gillespie","Mohammad Hafeez,Imran Nazir,Younis Khan,Shoaib Malik,Shahid Afridi,Misbah-ul-Haq,Fawad Alam,Kamran Akmal,Sohail Tanvir,Umar Gul,Mohammad Asif"
287878,t20i,2007-09-22,Kingsmead,Australia,India,India,bat,India,"AC Gilchrist,ML Hayden,BJ Hodge,A Symonds,MEK Hussey,MJ Clarke,BJ Haddin,B Lee,MG Johnson,NW Bracken,SR Clark","G Gambhir,V Sehwag,RV Uthappa,Yuvraj Singh,MS Dhoni,RG Sharma,IK Pathan,Harbhajan Singh,Joginder Sharma,S Sreesanth,RP Singh"
287879,t20i,2007-09-24,New Wanderers Stadium,India,Pakistan,India,bat,India,"G Gambhir,YK Pathan,RV Uthappa,Yuvraj Singh,MS Dhoni,RG Sharma,IK Pathan,Harbhajan Singh,Joginder Sharma,S Sreesanth,RP Singh","Mohammad Hafeez,Imran Nazir,Kamran Akmal,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Yasir Arafat,Sohail Tanvir,Umar Gul,Mohammad Asif"
297800,t20i,2007-10-20,Brabourne Stadium,India,Australia,Australia,bat,India,"G Gambhir,V Sehwag,RV Uthappa,Yuvraj Singh,MS Dhoni,RG Sharma,IK Pathan,M Kartik,Harbhajan Singh,RP Singh,S Sreesanth","AC Gilchrist,ML Hayden,RT Ponting,A Symonds,BJ Hodge,MJ Clarke,BJ Haddin,B Lee,BW Hilfenhaus,NW Bracken,SR Clark"
298795,t20i,2007-11-23,New Wanderers Stadium,South Africa,New Zealand,South Africa,field,South Africa,"GC Smith,JH Kallis,JP Duminy,AB de Villiers,MV Boucher,SM Pollock,JA Morkel,VD Philander,J Botha,CK Langeveldt,DW Steyn","L Vincent,BB McCullum,JM How,LRPL Taylor,SB Styris,GJ Hopkins,DL Vettori,KD Mills,MR Gillespie,JS Patel,MJ Mason"
291343,t20i,2007-12-11,Western Australia Cricket Association Ground,Australia,New Zealand,Australia,bat,Australia,"AC Gilchrist,MJ Clarke,MEK Hussey,A Symonds,AC Voges,LA Pomersbach,AA Noffke,B Lee,NW Bracken,MG Johnson,SW Tait","L Vincent,BB McCullum,JM How,SB Styris,LRPL Taylor,MS Sinclair,JDP Oram,DL Vettori,KD Mills,MR Gillespie,JS Patel"
319112,t20i,2007-12-16,St George's Park,South Africa,West Indies,West Indies,field,West Indies,"MN van Wyk,HH Gibbs,JP Duminy,AB de Villiers,GH Bodi,SM Pollock,JA Morkel,VD Philander,J Botha,DW Steyn,M Ntini","BA Parchment,DS Smith,RS Morton,S Chanderpaul,MN Samuels,DJ Bravo,D Ramdin,DJG Sammy,JE Taylor,DBL Powell,FH Edwards"
298804,t20i,2008-01-18,New Wanderers Stadium,South Africa,West Indies,South Africa,field,South Africa,"HH Gibbs,GC Smith,AB de Villiers,JP Duminy,JL Ontong,MV Boucher,SM Pollock,JA Morkel,M Morkel,J Botha,M Ntini","DS Smith,D Ramdin,MN Samuels,S Chanderpaul,RS Morton,DJ Bravo,RN Lewis,DJG Sammy,JE Taylor,R Rampaul,FH Edwards"
291356,t20i,2008-02-01,Melbourne Cricket Ground,Australia,India,India,bat,Australia,"AC Gilchrist,MJ Clarke,BJ Hodge,MEK Hussey,A Symonds,DJ Hussey,B Lee,JR Hopes,NW Bracken,AA Noffke,AC Voges","G Gambhir,V Sehwag,KD Karthik,RV Uthappa,RG Sharma,MS Dhoni,IK Pathan,P Kumar,Harbhajan Singh,S Sreesanth,I Sharma"
300435,t20i,2008-02-05,Eden Park,New Zealand,England,New Zealand,field,England,"JD Ryder,BB McCullum,LRPL Taylor,JM How,SB Styris,PG Fulton,JDP Oram,KD Mills,TG Southee,JS Patel,CS Martin","P Mustard,LJ Wright,KP Pietersen,IR Bell,PD Collingwood,OA Shah,AD Mascarenhas,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson"
300436,t20i,2008-02-07,Jade Stadium,New Zealand,England,England,bat,England,"JD Ryder,BB McCullum,LRPL Taylor,JM How,SB Styris,PG Fulton,DR Flynn,KD Mills,PA Hitchcock,TG Southee,CS Martin","P Mustard,LJ Wright,KP Pietersen,IR Bell,PD Collingwood,OA Shah,AD Mascarenhas,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson"
343764,t20i,2008-04-20,National Stadium,Pakistan,Bangladesh,Pakistan,bat,Pakistan,"Salman Butt,Kamran Akmal,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Fawad Alam,Sohail Tanvir,Wahab Riaz,Umar Gul,Mansoor Amjad","Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Aftab Ahmed,Shakib Al Hasan,Farhad Reza,Dhiman Ghosh,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain"
296903,t20i,2008-06-13,Old Trafford,England,New Zealand,England,field,England,"IR Bell,LJ Wright,KP Pietersen,PD Collingwood,RS Bopara,OA Shah,AD Mascarenhas,TR Ambrose,GP Swann,SCJ Broad,JM Anderson","JM How,BB McCullum,JAH Marshall,LRPL Taylor,SB Styris,PG Fulton,DR Flynn,DL Vettori,KD Mills,MJ Mason,MR Gillespie"
319142,t20i,2008-06-20,"Kensington Oval, Bridgetown",West Indies,Australia,West Indies,field,West Indies,"XM Marshall,WKD Perkins,D Ramdin,DJ Bravo,ADS Fletcher,KA Pollard,DJG Sammy,SJ Benn,KAJ Roach,FH Edwards,JE Taylor","SE Marsh,L Ronchi,SR Watson,DJ Hussey,CL White,RT Ponting,MJ Clarke,MEK Hussey,B Lee,MG Johnson,JR Hopes"
354456,t20i,2008-08-03,"Civil Service Cricket Club, Stormont",Bermuda,Scotland,Scotland,field,Scotland,"CR Foggo,OL Pitcher,DL Hemp,JJ Celestine,SD Outerbridge,IH Romaine,J Edness,RJ Trott,GH O'Brien,SKW Kelly,RDM Leverock","DF Watts,RR Watson,NS Poonia,CJO Smith,GM Hamilton,NFI McCallum,RD Berrington,GI Maiden,GD Drummond,JAR Blain,JD Nel"
361531,t20i,2008-08-04,"Civil Service Cricket Club, Stormont",Netherlands,Scotland,Netherlands,field,Netherlands,"DJ Reekers,ES Szwarczynski,TN de Grooth,Mudassar Bukhari,RN ten Doeschate,DLS van Bunge,PW Borren,HJC Mol,E Schiferli,J Smits,PM Seelaar","RR Watson,KJ Coetzer,NS Poonia,CJO Smith,GM Hamilton,NFI McCallum,GD Drummond,RD Berrington,JAR Blain,RM Haq,JD Nel"
361530,t20i,2008-08-04,"Civil Service Cricket Club, Stormont",Ireland,Kenya,Ireland,field,Ireland,"WTS Porterfield,GC Wilson,NJ O'Brien,AC Botha,AR White,AR Cusack,KJ O'Brien,DT Johnston,R Strydom,WK McCallan,PC Connell","MA Ouma,KO Otieno,NN Odhiambo,SO Tikolo,AA Obanda,TM Odoyo,RG Aga,JK Kamande,AO Suji,PJ Ongondo,HA Varaiya"
361656,t20i,2008-10-11,Maple Leaf North-West Ground,Pakistan,Sri Lanka,Pakistan,field,Pakistan,"Salman Butt,Shoaib Khan jnr,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Kamran Akmal,Sohail Tanvir,Fawad Alam,Shoaib Akhtar,Umar Gul","ST Jayasuriya,ML Udawatte,J Mubarak,CK Kapugedera,SHT Kandamby,K Weeraratne,TM Dilshan,MF Maharoof,T Thushara,KMDN Kulasekara,CRD Fernando"
361660,t20i,2008-10-13,Maple Leaf North-West Ground,Pakistan,Sri Lanka,Sri Lanka,field,Sri Lanka,"Salman Butt,Shoaib Khan jnr,Shahid Afridi,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Fawad Alam,Kamran Akmal,Umar Gul,Shoaib Akhtar,Sohail Tanvir","ST Jayasuriya,ML Udawatte,DPMD Jayawardene,J Mubarak,CK Kapugedera,K Weeraratne,TM Dilshan,MF Maharoof,T Thushara,CRD Fernando,BAW Mendis"
350347,t20i,2008-11-05,New Wanderers Stadium,South Africa,Bangladesh,Bangladesh,field,South Africa,"LE Bosman,HH Gibbs,JL Ontong,AB de Villiers,JP Duminy,JA Morkel,RK Kleinveldt,J Botha,J Louw,M Morkel,DW Steyn","Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Naeem Islam,Mushfiqur Rahim,Mehrab Hossain jnr,Abdur Razzak,Shahadat Hossain,Syed Rasel"
366707,t20i,2008-12-26,"Eden Park, Auckland",New Zealand,West Indies,New Zealand,bat,West Indies,"JD Ryder,BB McCullum,LRPL Taylor,SB Styris,JDP Oram,JEC Franklin,DR Flynn,KD Mills,DL Vettori,TG Southee,JS Patel","CH Gayle,S Chanderpaul,XM Marshall,RR Sarwan,SE Findlay,KA Pollard,CS Baugh,JE Taylor,FH Edwards,SJ Benn,LS Baker"
366708,t20i,2008-12-28,Seddon Park,New Zealand,West Indies,New Zealand,bat,New Zealand,"JD Ryder,BB McCullum,LRPL Taylor,JDP Oram,DR Flynn,JEC Franklin,DL Vettori,KD Mills,EP Thompson,TG Southee,JS Patel","CH Gayle,RR Sarwan,XM Marshall,S Chanderpaul,SE Findlay,KA Pollard,D Ramdin,JE Taylor,SJ Benn,FH Edwards,LS Baker"
351694,t20i,2009-01-11,Melbourne Cricket Ground,Australia,South Africa,Australia,bat,Australia,"SE Marsh,DA Warner,RT Ponting,DJ Hussey,CL White,MEK Hussey,L Ronchi,JR Hopes,NW Bracken,BW Hilfenhaus,SW Tait","HH Gibbs,JH Kallis,AB de Villiers,JP Duminy,VB van Jaarsveld,MV Boucher,JA Morkel,J Botha,DW Steyn,M Ntini,LL Tsotsobe"
351695,t20i,2009-01-13,"Brisbane Cricket Ground, Woolloongabba",Australia,South Africa,South Africa,bat,Australia,"SE Marsh,DA Warner,RT Ponting,MEK Hussey,DJ Hussey,CL White,JR Hopes,L Ronchi,BW Hilfenhaus,NW Bracken,SW Tait","HM Amla,HH Gibbs,JP Duminy,VB van Jaarsveld,MV Boucher,JA Morkel,ND McKenzie,J Botha,DW Steyn,WD Parnell,M Morkel"
386535,t20i,2009-02-10,R Premadasa Stadium,Sri Lanka,India,Sri Lanka,bat,India,"TM Dilshan,ST Jayasuriya,J Mubarak,CK Kapugedera,LPC Silva,K Weeraratne,T Thushara,SI de Saram,SL Malinga,CRD Fernando,HMCM Bandara","G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,MS Dhoni,RG Sharma,RA Jadeja,YK Pathan,IK Pathan,I Sharma,Z Khan"
351696,t20i,2009-02-15,Sydney Cricket Ground,Australia,New Zealand,Australia,bat,Australia,"DA Warner,BJ Haddin,CJ Ferguson,DJ Hussey,AC Voges,CL White,JR Hopes,MC Henriques,PM Siddle,NW Bracken,BW Hilfenhaus","BB McCullum,MJ Guptill,PG Fulton,NT Broom,GD Elliott,JEC Franklin,NL McCullum,IG Butler,DL Vettori,TG Southee,IE O'Brien"
